model,train_loss,train_acc,val_loss,val_acc
my_model_1,1.6010345220565796,0.4647333323955536,0.8880355358123779,0.6924999952316284
my_model_1,0.8330565690994263,0.6959166526794434,0.6954638361930847,0.7447999715805054
my_model_1,0.6991673707962036,0.7403500080108643,0.6198698878288269,0.7696999907493591
my_model_1,0.6367626190185547,0.7618333101272583,0.5778287053108215,0.7833999991416931
my_model_1,0.5938901305198669,0.7790166735649109,0.5458597540855408,0.7957000136375427
my_model_1,0.5597582459449768,0.7914666533470154,0.5211068391799927,0.8082000017166138
my_model_1,0.5326243042945862,0.8042166829109192,0.503184974193573,0.8134999871253967
my_model_1,0.515522837638855,0.8100833296775818,0.4843386709690094,0.8228999972343445
my_model_1,0.4973493218421936,0.8173666596412659,0.4715368151664734,0.8253999948501587
my_model_1,0.4801473319530487,0.8238666653633118,0.45326748490333557,0.8325999975204468
my_model_1,0.4632725715637207,0.8297666907310486,0.44428402185440063,0.8357999920845032
my_model_1,0.4536592960357666,0.8339999914169312,0.4358965754508972,0.840499997138977
my_model_1,0.44078150391578674,0.8385166525840759,0.4216462969779968,0.845300018787384
my_model_1,0.4302598834037781,0.8433333039283752,0.41711387038230896,0.8465999960899353
my_model_1,0.41848164796829224,0.8483999967575073,0.40523919463157654,0.8501999974250793
my_model_1,0.41255488991737366,0.8505833148956299,0.40209150314331055,0.8533999919891357
my_model_1,0.4026610553264618,0.8530833125114441,0.39217713475227356,0.8586000204086304
my_model_1,0.39446309208869934,0.8579166531562805,0.38693973422050476,0.8600999712944031
my_model_1,0.38833731412887573,0.8601333498954773,0.3806650638580322,0.8633000254631042
my_model_1,0.3808751404285431,0.8633166551589966,0.3735292851924896,0.8646000027656555
my_model_1,0.37417054176330566,0.866100013256073,0.3687472939491272,0.8666999936103821
my_model_1,0.37024569511413574,0.8667666912078857,0.3623479902744293,0.8702999949455261
my_model_1,0.3623219430446625,0.8702166676521301,0.36009231209754944,0.8712000250816345
my_model_1,0.3578498959541321,0.8718500137329102,0.35267770290374756,0.8727999925613403
my_model_1,0.3532968759536743,0.8744000196456909,0.34897667169570923,0.8744999766349792
my_model_1,0.34955745935440063,0.8744666576385498,0.3467470705509186,0.8744000196456909
my_model_1,0.34420260787010193,0.8756333589553833,0.3422558903694153,0.8774999976158142
my_model_1,0.34131598472595215,0.8782166838645935,0.33753690123558044,0.8788999915122986
my_model_1,0.3378716707229614,0.8792999982833862,0.3342406153678894,0.8808000087738037
my_model_1,0.332082062959671,0.8798166513442993,0.335970014333725,0.8805000185966492
my_model_1,0.3306955099105835,0.8808000087738037,0.32909563183784485,0.8824999928474426
my_model_1,0.32702815532684326,0.8825666904449463,0.3269162178039551,0.8841999769210815
my_model_1,0.32279765605926514,0.8831833600997925,0.32432475686073303,0.8841999769210815
my_model_1,0.3186706006526947,0.8850499987602234,0.3228367567062378,0.8845000267028809
my_model_1,0.3172553777694702,0.8861166834831238,0.3222506642341614,0.8840000033378601
my_model_1,0.3136459290981293,0.8884166479110718,0.3160550594329834,0.8892999887466431
my_model_1,0.31192147731781006,0.8875499963760376,0.31305375695228577,0.8885999917984009
my_model_1,0.30640730261802673,0.8892499804496765,0.3107376992702484,0.8906000256538391
my_model_1,0.3034495413303375,0.8896333575248718,0.3109694719314575,0.8896999955177307
my_model_1,0.3008130192756653,0.8919333219528198,0.3092714548110962,0.8906999826431274
my_model_1,0.30127865076065063,0.8912833333015442,0.3031339943408966,0.8924999833106995
my_model_1,0.29898300766944885,0.8934999704360962,0.3048156499862671,0.8920000195503235
my_model_1,0.2967318594455719,0.892633318901062,0.3021611273288727,0.8937000036239624
my_model_1,0.29207009077072144,0.8952500224113464,0.30088484287261963,0.8948000073432922
my_model_1,0.29032400250434875,0.8956000208854675,0.2978188097476959,0.8953999876976013
my_model_1,0.28772246837615967,0.8960333466529846,0.29773375391960144,0.8938999772071838
my_model_1,0.28537389636039734,0.8968833088874817,0.29725736379623413,0.8948000073432922
my_model_1,0.2858777344226837,0.8960999846458435,0.2926494777202606,0.8980000019073486
my_model_1,0.2826137840747833,0.8985499739646912,0.29280850291252136,0.8981000185012817
my_model_1,0.2808922827243805,0.8985499739646912,0.2965797185897827,0.8944000005722046
my_model_1,0.27928972244262695,0.8990499973297119,0.28930848836898804,0.897599995136261
my_model_1,0.27695420384407043,0.9004666805267334,0.29173123836517334,0.8964999914169312
my_model_1,0.27407529950141907,0.9013000130653381,0.2865757942199707,0.8981999754905701
my_model_1,0.272526353597641,0.9021333456039429,0.28506946563720703,0.8982999920845032
my_model_1,0.2725748121738434,0.9014333486557007,0.2842707633972168,0.9000999927520752
my_model_1,0.27026939392089844,0.9035999774932861,0.2856318950653076,0.8985000252723694
my_model_1,0.2672051191329956,0.9034500122070312,0.2838379144668579,0.8999000191688538
my_model_1,0.26624032855033875,0.9037333130836487,0.28163042664527893,0.9004999995231628
my_model_1,0.2641853988170624,0.904283344745636,0.2820786237716675,0.8988000154495239
my_model_1,0.263021320104599,0.904116690158844,0.2785142660140991,0.9004999995231628
my_model_1,0.2618832588195801,0.9048500061035156,0.27827751636505127,0.9016000032424927
my_model_1,0.2609124779701233,0.904533326625824,0.2800031304359436,0.901199996471405
my_model_1,0.2590203285217285,0.9058333039283752,0.27814188599586487,0.9013000130653381
my_model_1,0.2569274604320526,0.9075666666030884,0.27319544553756714,0.9036999940872192
my_model_1,0.25687524676322937,0.9076166749000549,0.2731323838233948,0.9047999978065491
my_model_1,0.25417444109916687,0.9086333513259888,0.27251556515693665,0.9024999737739563
my_model_1,0.2519999146461487,0.9090833067893982,0.271022766828537,0.9038000106811523
my_model_1,0.2503390312194824,0.9093833565711975,0.27261626720428467,0.9032999873161316
my_model_1,0.2506212890148163,0.9086666703224182,0.2706003785133362,0.9031000137329102
my_model_1,0.24865005910396576,0.9100499749183655,0.26751458644866943,0.9049999713897705
